Ids,Created_at,Text
1.37E+18,Sat Mar 20 16:27:34 +0000 2021,At this moment team India is missing  BUMRAH#INDvENG #rohirat
1.37E+18,Sat Mar 20 16:27:34 +0000 2021,"Chahar trying to complete his overs instead of looking for wickets.Simply sticking with the leg of the batsman, i… https://t.co/JTA5J7sFG9"
1.37E+18,Sat Mar 20 16:27:34 +0000 2021,😵😵😵
1.37E+18,Sat Mar 20 16:27:35 +0000 2021,Aaj malan ne bta diya kyu wo no1 t20 batsman hai#INDvENG
1.37E+18,Sat Mar 20 16:27:40 +0000 2021,"I was nervous earlier, but as you have tweeted i am relaxed !!Thanxs Michael 😂"
1.37E+18,Sat Mar 20 16:27:40 +0000 2021,@SkyCricket #IndvENG That was Usain Bolt in T20 cricket 🌩️? 😉 https://t.co/QWuEYOE4RM
1.37E+18,Sat Mar 20 16:27:40 +0000 2021,Bola tha😂
1.37E+18,Sat Mar 20 16:27:40 +0000 2021,"Where are Natarajan’s yorkers tonight. Could be the dew factor. As of now it’s advantage England, unless they get a… https://t.co/K8oAmB7tBN"
1.37E+18,Sat Mar 20 16:27:42 +0000 2021,"Rahul Chahar, KL Rahul, Rahul Gandhi... Narendra Modi stadium😪#INDvENG"
1.37E+18,Sat Mar 20 16:27:42 +0000 2021,run out ka ball daalo bhai. #INDvENG
1.37E+18,Sat Mar 20 16:27:42 +0000 2021,Need 2 Tight overs. Just 2. #INDvENG
1.37E+18,Sat Mar 20 16:27:43 +0000 2021,They both are ❤️#INDvENG https://t.co/LxFQq9JbzJ
1.37E+18,Sat Mar 20 16:27:43 +0000 2021,"Without audience match , Indian team always down #INDvENG"
1.37E+18,Sat Mar 20 16:27:43 +0000 2021,Can someone Injure Kohli for few overs now. Please. We need #Hitman as captain for few overs. Koi Kohli ke Taang pe ball maro plz  #INDvENG
1.37E+18,Sat Mar 20 16:27:43 +0000 2021,"Hey man, give a chance to Sundar#INDvENG"
1.37E+18,Sat Mar 20 16:27:44 +0000 2021,Eng will win today 😭🙄 #INDvENG #INDvsENG#master   @actorvijay
1.37E+18,Sat Mar 20 16:27:44 +0000 2021,Do they get nervous 😬 https://t.co/lMqDgayfOH
1.37E+18,Sat Mar 20 16:27:45 +0000 2021,𝕮𝖆𝖕𝖙𝖆𝖎𝖓'𝖘 𝕶𝖓𝖔𝖈𝖐Runs - 8⃣0⃣*Balls - 5⃣2⃣Fours - 7⃣Sixes - 2⃣Strike Rate - 1⃣5⃣3⃣.8⃣5⃣📸: @BCCI • @imVkohli •… https://t.co/HFWImmizAk
1.37E+18,Sat Mar 20 16:27:46 +0000 2021,@imVkohli right now.#INDvENG https://t.co/9VZQzyofNl
1.37E+18,Sat Mar 20 16:27:46 +0000 2021,So far match is going ugly
1.37E+18,Sat Mar 20 16:27:46 +0000 2021,Watching the match on hotstar and  Malan scored a 50. meanwhile hotstar add comes up to rub salt to the wounds.… https://t.co/X00rSxoLgd
1.37E+18,Sat Mar 20 16:27:48 +0000 2021,#INDvENG https://t.co/dYuJwBbERN
1.37E+18,Sat Mar 20 16:27:48 +0000 2021,Hobgoblin and this battle going down a storm #INDvENG https://t.co/rVue5KveNc
1.37E+18,Sat Mar 20 16:27:49 +0000 2021,Are MSD ko bulao bhai #INDvENG
1.37E+18,Sat Mar 20 16:27:49 +0000 2021,@ThePeevedIndian https://t.co/YWo5LGLq3r
1.37E+18,Sat Mar 20 16:27:51 +0000 2021,@raveeshah39 https://t.co/LcRvjRVWBu
1.37E+18,Sat Mar 20 16:27:51 +0000 2021,@sanjeeb_sarangi @coolfunnytshirt @ImRo45 It seems even the commentators are scared to comment the change  Rohit br… https://t.co/uKyjJuPJyu
1.37E+18,Sat Mar 20 16:27:51 +0000 2021,#INDvENG@Jaspritbumrah93 Bhai Shaadi ki itni kya jaldi thi ki T20 match hi chod diya
1.37E+18,Sat Mar 20 16:27:52 +0000 2021,Is Malan reverting to the mean again tonight...? #IndvEng
1.37E+18,Sat Mar 20 16:27:52 +0000 2021,#INDvENG Wides Wides Wides. Mood https://t.co/AybctRoJLN
1.37E+18,Sat Mar 20 16:27:54 +0000 2021,Kohli Maidan Chhodo#INDvENG #INDvsEND
1.37E+18,Sat Mar 20 16:27:55 +0000 2021,ఆలసించిన ఆశా భంగం!రండి! త్వరపడండి!! 🍲
1.37E+18,Sat Mar 20 16:27:55 +0000 2021,@riiyapate1 https://t.co/odpLuWprPZ
1.37E+18,Sat Mar 20 16:27:55 +0000 2021,Dei koli sitha neram Suniya mooditu rohith ku captaincy koduda thayoli 😭😭 #INDvENG #Master
1.37E+18,Sat Mar 20 16:27:56 +0000 2021,Cricket match Ind Vs eng
1.37E+18,Sat Mar 20 16:27:57 +0000 2021,Kohli ko ground ke bahar jaane bolo koi. #INDvENG
1.37E+18,Sat Mar 20 16:27:58 +0000 2021,David malan's wicket is coming #INDvENG 🧐🧐
1.37E+18,Sat Mar 20 16:27:58 +0000 2021,Scenes the blog types were right
1.37E+18,Sat Mar 20 16:27:59 +0000 2021,Bumble commentating from his iPad 😂🤣😂🤣#INDvENG @skysportscric
1.37E+18,Sat Mar 20 16:27:59 +0000 2021,@BCCI @SGanguly99 @RaviShastriOfc #TeamIndia #ENGvIND #INDvENG #ViratKohli @imVkohli #UnluckyKohli should sit out o… https://t.co/EZqauLTR55
1.37E+18,Sat Mar 20 16:28:00 +0000 2021,"#INDvENG Cricket Trivia 🏏!!! Virat Kohli vs Rohit SharmaWho has scored more T20 International 100s for India, Vir… https://t.co/Uu7wqiq5sO"
1.37E+18,Sat Mar 20 16:28:02 +0000 2021,At this point the final T20I is evenly balanced like the #INDLvWIL Semis. Now Virat has to either do a Sachin or Ro… https://t.co/el2w28i1SN
1.37E+18,Sat Mar 20 16:28:04 +0000 2021,Out. #INDvENG
1.37E+18,Sat Mar 20 16:28:05 +0000 2021,Oru kaalathula spinners vachi thaan defend eh pannuvom.🤷🏼‍♂️#BringbackAshwin #INDvENG
1.37E+18,Sat Mar 20 16:28:05 +0000 2021,#INDvENG #IndiavsEngland Indian fans seeing batting of Butler and David Malan https://t.co/ZzCLvBd4KM
1.37E+18,Sat Mar 20 16:28:05 +0000 2021,#प्रमोट होने को  तैयार रहें Fireइस #ट्वीट को #रिट्वीट करेFire#रिट्वीट वालों को आपस मे #फॉलो करें #INDvENG
1.37E+18,Sat Mar 20 16:28:05 +0000 2021,Captain 🤝 Vice-Captainscored 50s in series-decider#NTR #RamCharan #KomaramBheemNTR #AlluriSeethaRamaRaju… https://t.co/e9pkLXwigD
1.37E+18,Sat Mar 20 16:28:08 +0000 2021,"5th T20I 10.4: T Natarajan to D Malan (62), 4 runs, 118/1*💫England Tour of India💫*  *💥     Final T20*   💥    *🇮🇳… https://t.co/TCg2UlcVCT"
1.37E+18,Sat Mar 20 16:28:09 +0000 2021,My run has now officially descended into a run-for-a-bit-walk-for-a-bit-and-check-on-phone-if-Malan-and-Buttler-are… https://t.co/STx4cQ0nCH
1.37E+18,Sat Mar 20 16:28:09 +0000 2021,Just showing his worth !#INDvENG https://t.co/dfxXTHNm9m
1.37E+18,Sat Mar 20 16:28:09 +0000 2021,Okay mereko Dhak dhak ho reh la ye #INDvENG https://t.co/E2mtd4y1m1
1.37E+18,Sat Mar 20 16:28:10 +0000 2021,https://t.co/4WLdaaG8Te
1.37E+18,Sat Mar 20 16:28:10 +0000 2021,Poor bowling  #INDvENG
1.37E+18,Sat Mar 20 16:28:11 +0000 2021,"Yes, I want a विकेट"
1.37E+18,Sat Mar 20 16:28:11 +0000 2021,Butler aur Malan Bahot zaher khelre Palan...Bachalo kohli mind se toli..#INDvENG
1.37E+18,Sat Mar 20 16:28:14 +0000 2021,#INDvENG 👁️
1.37E+18,Sat Mar 20 16:28:14 +0000 2021,Two games started at 7.One is over.The other will go on for at least 40 more minutes.Ridiculous Over rate.#INDvENG
1.37E+18,Sat Mar 20 16:28:14 +0000 2021,Gone. #INDvENG
1.37E+18,Sat Mar 20 16:28:17 +0000 2021,"Dawid Malan: average 52, 1,000 runs, 145 strike rate... But some England fans would rather drop him! 😯 #INDvENG"
1.37E+18,Sat Mar 20 16:28:17 +0000 2021,@Saakshijain8 Kya se kya ho gaya dekhte dekhtehttps://t.co/1DOBucACCz
1.37E+18,Sat Mar 20 16:28:22 +0000 2021,Come on!
1.37E+18,Sat Mar 20 16:28:23 +0000 2021,Aren't they playing IPL????
1.37E+18,Sat Mar 20 16:28:25 +0000 2021,#INDvENG
1.37E+18,Sat Mar 20 16:28:26 +0000 2021,@vikrantgupta73 seems u guys celebrated too early. #INDvENG
1.37E+18,Sat Mar 20 16:28:27 +0000 2021,@Farman_Bond007 Can someone go ask virat to go out of ground and let Rohit do the Captaincy please ffs #INDvENG
1.37E+18,Sat Mar 20 16:28:27 +0000 2021,Natarajan and Chahar ko 6'6 Overs karne ki ijaazat di jaye.#ENGvsIND #INDvENG
1.37E+18,Sat Mar 20 16:28:29 +0000 2021,@amessit10 https://t.co/odpLuWprPZ
1.37E+18,Sat Mar 20 16:28:29 +0000 2021,"Tag pannadhu thappa pochu,Inniku match ku munnadi idhapaathutaan pola😪#INDvsENG #INDvENG#IndVsEngT20"
1.37E+18,Sat Mar 20 16:28:29 +0000 2021,Ye Makan out hoga bhi ya nhi 😭😭#INDvENG #INDvsENG_2021
1.37E+18,Sat Mar 20 16:28:29 +0000 2021,Caricature for recent client-Happy Spring#Caturday#SaturdayMorning#RWBYV8SPOILERSAriesIsaiah Wilson… https://t.co/eUUbCu03Qm
1.37E+18,Sat Mar 20 16:28:30 +0000 2021,Which one will be more interesting ?  #INDvENG
1.37E+18,Sat Mar 20 16:28:31 +0000 2021,"Malan climbs into the early part of Natarajan's over, 2 fours &amp; a 6 - his 11th T20I fifty, and perhaps his best, fu… https://t.co/RvEopNFq7x"
1.37E+18,Sat Mar 20 16:28:32 +0000 2021,😟😑
1.37E+18,Sat Mar 20 16:28:32 +0000 2021,malan century loading 🙂#INDvENG #INDvsENG#master   @actorvijay
1.37E+18,Sat Mar 20 16:28:33 +0000 2021,Comeon England !!! #INDvENG
1.37E+18,Sat Mar 20 16:28:33 +0000 2021,"Ind bowling looks toothless especially in the absence of Bumrah..Shardul can be predictable with his offcutters,Spi… https://t.co/zPfp4NYQlq"
1.37E+18,Sat Mar 20 16:28:35 +0000 2021,😒 https://t.co/ztswvnCi6e
1.37E+18,Sat Mar 20 16:28:36 +0000 2021,Dear Gautam Gambhir please tweet something on Malan and Buttler performances.. they are taking the game away from u… https://t.co/SNnFiyTXYe
1.37E+18,Sat Mar 20 16:28:37 +0000 2021,please gambhir need one tweet on england team#INDvsENG #INDvENG
1.37E+18,Sat Mar 20 16:28:37 +0000 2021,DRS🤞🏻. Can India Do Comeback!? #INDvENG
1.37E+18,Sat Mar 20 16:28:37 +0000 2021,Virat Kohli 👑 Scored 80*(52) Form is temporary class is permanent@imVkohli #ViratKohli#INDvENG https://t.co/ruTIYStNFn
1.37E+18,Sat Mar 20 16:28:38 +0000 2021,Sound from bat or pad??#INDvENG
1.37E+18,Sat Mar 20 16:28:38 +0000 2021,Dawid Malan Century Coming? #INDvENG
1.37E+18,Sat Mar 20 16:28:38 +0000 2021,Dawid Malan is trending in England. And that's despite hundreds of people deleting the tweets they wrote about him this week #INDvENG
1.37E+18,Sat Mar 20 16:28:39 +0000 2021,Meanwhile Malan &amp; butler:-#INDvENG https://t.co/JVBBihmyRO
1.37E+18,Sat Mar 20 16:28:40 +0000 2021,Ridiculous 🤩
1.37E+18,Sat Mar 20 16:28:40 +0000 2021,Rohit to chahar se bhi achhi bowling Karwa leta tha 😒#INDvENG
1.37E+18,Sat Mar 20 16:28:40 +0000 2021,"OK, this was fun, now go for wickets.🤞🤞#INDvENG https://t.co/Nc7JWE3DJR"
1.37E+18,Sat Mar 20 16:28:42 +0000 2021,"Ye bc Accha kyu khel rhe, 😭😭#INDvENG"
1.37E+18,Sat Mar 20 16:28:42 +0000 2021,Hei🤣🤣🤣😂🤣🤣🤣🤣🤣
1.37E+18,Sat Mar 20 16:28:42 +0000 2021,"#engvsind#engvind#indvseng#indvengThis certainly worth of a finale!India posted their best total till date,… https://t.co/CXMmKt1XY6"
1.37E+18,Sat Mar 20 16:28:43 +0000 2021,Malan showing you that No1 T20 ranking ain’t no fluke. #IndvEng
1.37E+18,Sat Mar 20 16:28:43 +0000 2021,DRS TIME! Rishabh Pant feels Jos Buttler has edged one here but the on-field umpire has given him not out. Decision… https://t.co/6hSq3DhSJQ
1.37E+18,Sat Mar 20 16:28:43 +0000 2021,#INDvENG
1.37E+18,Sat Mar 20 16:28:44 +0000 2021,"Chahar, like Stella Artois, is looking reassuringly expensive here. #INDvENG"
1.37E+18,Sat Mar 20 16:28:44 +0000 2021,Done ✅ #INDvENG
1.37E+18,Sat Mar 20 16:28:45 +0000 2021,Now it’s high time for WICKET!Come on #TeamIndia #INDvENG #INDvEND #INDvsEND #INDvsENG_2021 #ENGvsIND #ENGvsIND
1.37E+18,Sat Mar 20 16:28:46 +0000 2021,Rishab Pant 🤦🏻#INDvENG
1.37E+18,Sat Mar 20 16:28:46 +0000 2021,आउट नी हो रहे अंग्रेज 🙆🏽‍♂️#INDvENG
1.37E+18,Sat Mar 20 16:28:46 +0000 2021,"When we keep hopes too high that’s when begin to crumble, what’s wrong with our bowling side India ? #INDvENG"
1.37E+18,Sat Mar 20 16:28:48 +0000 2021,#INDvENGWaah kya noobde log hai !!
1.37E+18,Sat Mar 20 16:28:50 +0000 2021,Note out.#INDvENG
1.37E+18,Sat Mar 20 16:28:50 +0000 2021,I think I spoke too soon 😓 #INDvENG
1.37E+18,Sat Mar 20 16:28:51 +0000 2021,Pant DRS 🤡#INDvENG
1.37E+18,Sat Mar 20 16:28:51 +0000 2021,Fans to #Gambhir after seeing Buttler Bat #INDvENG https://t.co/WOnvoBw13i
1.37E+18,Sat Mar 20 16:28:51 +0000 2021,Had kohli not batted slow in middle overs we would have 250+ on board but still 224 is not a score to fear about. B… https://t.co/6mEMevo4Sp
1.37E+18,Sat Mar 20 16:28:51 +0000 2021,Thank you Pant for wasting the Review 😏 #INDvENG
1.37E+18,Sat Mar 20 16:28:51 +0000 2021,RT if you want a Wicket.#INDvENG
1.37E+18,Sat Mar 20 16:28:52 +0000 2021,Please give few overs rest to Kohli. - Thanks #rohit as captain few overs is what we need  #INDvENG
1.37E+18,Sat Mar 20 16:28:54 +0000 2021,#INDvENG #ENGvIND #INDvENGt20  #INDvsENG #ENGvsIND #T20Cricket #IndianCricketTeamIf India manages to get a wicket… https://t.co/cqhnli2S2r
1.37E+18,Sat Mar 20 16:28:55 +0000 2021,Come on #England Malan finally showing his quality. Some beautiful shots. It's going to be close. Great series.… https://t.co/YV0W2sb8We
1.37E+18,Sat Mar 20 16:28:55 +0000 2021,Kya Chutiya DRS hai Bhai 😂😂#INDvENG
1.37E+18,Sat Mar 20 16:29:01 +0000 2021,Waste of a fucking review 😒 #INDvENG
1.37E+18,Sat Mar 20 16:29:01 +0000 2021,Needed this DRS to at least break the rhythm and pause the hitting #INDvENG
1.37E+18,Sat Mar 20 16:29:02 +0000 2021,"DECIDER: England need 101 off 52 balls with 9 wkts left vs 🇮🇳 India.Dawid Malan 64*(38),Jos Buttler 49*(28):5th… https://t.co/jRcGu5qgMe"
1.37E+18,Sat Mar 20 16:29:02 +0000 2021,Pant🙄🙄#INDvENG #INDvsENG
1.37E+18,Sat Mar 20 16:29:02 +0000 2021,Bumrah ko mangao honeymoon se#INDvENG
1.37E+18,Sat Mar 20 16:29:03 +0000 2021,@cricketer_jii hey rabada are you nervous? 😫😫 #INDvENG  #OnOn
1.37E+18,Sat Mar 20 16:29:03 +0000 2021,Bahut time ke baad bandhe ne sahi bola.
1.37E+18,Sat Mar 20 16:29:04 +0000 2021,are not out hua toh pant pitega😐 #INDvENG
1.37E+18,Sat Mar 20 16:29:04 +0000 2021,Itna galat kaise ho skte ho bhai Pant? #INDvENG
1.37E+18,Sat Mar 20 16:29:04 +0000 2021,Ithuku thaan Bumrah venumngrathu 😌😌😌Come on ! #Master #INDvENG
1.37E+18,Sat Mar 20 16:29:05 +0000 2021,Chutiya team ka chutiya bowling feilding is set in off bowling in leg great and these players want to play world cu… https://t.co/LoHVhj2NxL
1.37E+18,Sat Mar 20 16:29:05 +0000 2021,@TapabrataGRoy Can someone go ask virat to go out of ground and let Rohit do the Captaincy please ffs #INDvENG
1.37E+18,Sat Mar 20 16:29:06 +0000 2021,Best in the world 🐐
1.37E+18,Sat Mar 20 16:29:06 +0000 2021,#INDvENG https://t.co/P9Jt619Uj4
1.37E+18,Sat Mar 20 16:29:06 +0000 2021,#INDvENG orey pantuu @RishabhPant17
1.37E+18,Sat Mar 20 16:29:07 +0000 2021,Asking English people?
1.37E+18,Sat Mar 20 16:29:07 +0000 2021,No 1. #T20Cricket player is on the show....match on #INDvsENG #DavidMalan #IndiavsEngland #TeamIndia #TeamEngland
1.37E+18,Sat Mar 20 16:29:08 +0000 2021,Did I see a spike...#INDvENG #softsignal #thirdumpire
1.37E+18,Sat Mar 20 16:29:09 +0000 2021,Can't Bumrah sacrifice 1 night please #INDvENG #T20
1.37E+18,Sat Mar 20 16:29:12 +0000 2021,Worst DRS of all time??#INDvENG
1.37E+18,Sat Mar 20 16:29:13 +0000 2021,अब इंडिया को मोदी जी ही जीता सकते हैंकोहली भाई मोदी जी को बॉलिंग दो#INDvENG
1.37E+18,Sat Mar 20 16:29:14 +0000 2021,India searching for wickets ❤️ #master   @actorvijay#INDvENG #INDvsENG
1.37E+18,Sat Mar 20 16:29:15 +0000 2021,"The #DavidMalan #JosButtler partnership is taking the game away from India 🇮🇳, need a wicket now to get back into t… https://t.co/5qZESj6F5N"
1.37E+18,Sat Mar 20 16:29:15 +0000 2021,Maro mujhe maro - wickets #INDvENG
1.37E+18,Sat Mar 20 16:29:16 +0000 2021,Malan you cannot do that man. First you made us believe that you are out of form and suddenly you are playing a gem… https://t.co/7fNS2hxrg7
1.37E+18,Sat Mar 20 16:29:16 +0000 2021,Thing is Kohli was reviewing that for LBW #INDvENG
1.37E+18,Sat Mar 20 16:29:18 +0000 2021,"If Jos connects with that, it's in the upper tier. Don't think the ball has hit the bat there but the ball did skim the pad. #INDvENG"
1.37E+18,Sat Mar 20 16:29:18 +0000 2021,"Jos looks convinced theres no edge , shaking head talking to malan#IndvEng https://t.co/ST5RpIjuDO"
1.37E+18,Sat Mar 20 16:29:19 +0000 2021,India missing an attacking spinner in the middle overs. Ashwin would have been handful today.#INDvENG
1.37E+18,Sat Mar 20 16:29:20 +0000 2021,Not out 🚶#INDvENG #SarkaruVaariPaata
1.37E+18,Sat Mar 20 16:29:21 +0000 2021,50* for butler😘😘🥰🥰#INDvENG
1.37E+18,Sat Mar 20 16:29:23 +0000 2021,Review wasted#INDvENG
1.37E+18,Sat Mar 20 16:29:23 +0000 2021,Batting on both sides been on point in this match so far 🔥 as for the bowling 😳 for me to many different balls..bow… https://t.co/5YazXtigGj
1.37E+18,Sat Mar 20 16:29:24 +0000 2021,🇮🇳 vs 🏴󠁧󠁢󠁥󠁮󠁧󠁿 4th T20I: #IND won by a whisker of 8️⃣ runs as🇮🇳🏏#SKY super madien inns of 5️⃣7️⃣🏏#Iyer's cameo… https://t.co/jYhpRjQyVi
1.37E+18,Sat Mar 20 16:29:25 +0000 2021,Kohli again grasping at straws #INDvENG
1.37E+18,Sat Mar 20 16:29:25 +0000 2021,@BCCI @SGanguly99 @RaviShastriOfc #TeamIndia #ENGvIND #INDvENG #ViratKohli @imVkohli #UnluckyKohli should sit out o… https://t.co/NubrznRTme
1.37E+18,Sat Mar 20 16:29:26 +0000 2021,Batted @JosButtler! 5⃣0⃣Scorecard: https://t.co/upNovH4HmV🇮🇳 #INDvENG 🏴󠁧󠁢󠁥󠁮󠁧󠁿 https://t.co/HgMQyl9g2V
1.37E+18,Sat Mar 20 16:29:26 +0000 2021,பட்லர் 50😍😍😍#INDvENG
1.37E+18,Sat Mar 20 16:29:27 +0000 2021,Angrezon we are winning this
1.37E+18,Sat Mar 20 16:29:28 +0000 2021,Tej batting krwa lo Captain sahb se bilkul nhi hoga lekin Review jarur barbad krenge #INDvENG
1.37E+18,Sat Mar 20 16:29:28 +0000 2021,Now bowlers turn....need #1 wocket urgent 😁 #INDvENG
1.37E+18,Sat Mar 20 16:29:29 +0000 2021,50 for Butlyaaaa too!!!#INDvENG
1.37E+18,Sat Mar 20 16:29:29 +0000 2021,"and thats 50 for jos the boss, what a player #INDvENG"
1.37E+18,Sat Mar 20 16:29:31 +0000 2021,This is gonna be one hell of a run chase🔥🔥 Come one England👊#INDvENG
1.37E+18,Sat Mar 20 16:29:31 +0000 2021,Missing Bumrah#INDvENG
1.37E+18,Sat Mar 20 16:29:32 +0000 2021,England just need to make sure they keep those wickets in hand 🙌🏼🙌🏼👏🏼#INDvENG
1.37E+18,Sat Mar 20 16:29:32 +0000 2021,5️⃣0️⃣ for @josbuttler 👏#INDvENG https://t.co/gpDMLtvW5D
1.37E+18,Sat Mar 20 16:29:33 +0000 2021,LIVE | Now Jos Buttler brings up his fifty!#INDvsENG #INDvENGhttps://t.co/Q28a1Tg3Yo
1.37E+18,Sat Mar 20 16:29:34 +0000 2021,Wicket Nahi girega kya 😏😏Common India #INDvENG
1.37E+18,Sat Mar 20 16:29:34 +0000 2021,"गरीब, जल थल पृथ्वी गगन में बाहर भीतर एक। पूर्ण ब्रह्म कबीर है, अविगत पुरुष अलेख।""#INDvENG@RinkuDass_… https://t.co/4sj4guduhL"
1.37E+18,Sat Mar 20 16:29:34 +0000 2021,DRS... That's it that's the tweet 🙄🥺#INDvsENG #INDvENG #DRS
1.37E+18,Sat Mar 20 16:29:34 +0000 2021,Weekend with Corona...and watching #INDvENG finals on big screens! 🔥 https://t.co/X4Lqm9QMWm
1.37E+18,Sat Mar 20 16:29:35 +0000 2021,"Fifty a piece for Buttler and Malan, England coasting along with no fear. #INDvENG"
1.37E+18,Sat Mar 20 16:29:36 +0000 2021,Pant is master when it comes to wasting reviews #INDvENG
1.37E+18,Sat Mar 20 16:29:36 +0000 2021,#IPL2021 A headache for #RoyalsFamily#INDvsENG #IPL #INDvENGJofra Archer likely to miss first half of IPL 2021 https://t.co/FItmY9BP5C
1.37E+18,Sat Mar 20 16:29:36 +0000 2021,@Dhonibhaifan123 Can someone go ask virat to go out of ground and let Rohit do the Captaincy please ffs #INDvENG
1.37E+18,Sat Mar 20 16:29:36 +0000 2021,Dawid Malan 38 balls64 runsJos Buttler30 balls50 runsBoth men hit a half-century in Ahmedabad.#INDvENG https://t.co/OSoVuhHpN5
1.37E+18,Sat Mar 20 16:29:37 +0000 2021,That's 50 for Buttler. 125/1 #INDvENG
1.37E+18,Sat Mar 20 16:29:37 +0000 2021,This test match like batting by Kohli may be the reason of India's loss today.#INDvENG #INDvsEND
1.37E+18,Sat Mar 20 16:29:38 +0000 2021,विकेट घ्या रे...😪😒#INDvENG
1.37E+18,Sat Mar 20 16:29:38 +0000 2021,225 is absolutely fine🔥..Now it's just a mttr of wickets... #INDvENG
1.37E+18,Sat Mar 20 16:29:38 +0000 2021,Jos the boss 50* (30) #INDvENG
1.37E+18,Sat Mar 20 16:29:39 +0000 2021,India is going to lose this match in 19th over.Very poor bowling by Indian bowlers. 😭😭#INDvENG
1.37E+18,Sat Mar 20 16:29:39 +0000 2021,"Pant: ""Theek hain theek hain...ye mera quota hain""Pant says that his quota of DRS is done for the day 😂LIVE… https://t.co/WmIw6VUhTK"
1.37E+18,Sat Mar 20 16:29:39 +0000 2021,"Fifty off 30 balls for Jos Buttler, his 2nd of the series! England need an even 100 off 50, can they do it?#INDvENG"
1.37E+18,Sat Mar 20 16:29:40 +0000 2021,What are our bowlers doing...kuch bhi #INDvENG
1.37E+18,Sat Mar 20 16:29:40 +0000 2021,#INDvENG harega bhai harega......
1.37E+18,Sat Mar 20 16:29:41 +0000 2021,5th T20I: FIFTY! Jos Buttler completes 50. (30b).  125/1 (11.4 Ovs). #INDvENG https://t.co/GWPzG7SwBF https://t.co/VlKoM1EWF1
1.37E+18,Sat Mar 20 16:29:42 +0000 2021,No. 1 T20I batsman for a reason! 👑Dawid Malan reaches 6️⃣4️⃣in just 3️⃣8️⃣ balls! 👏🏼#INDvENG #SaddaPunjab… https://t.co/cC00ocVhnj
1.37E+18,Sat Mar 20 16:29:42 +0000 2021,4️⃣ . 6️⃣ 4️⃣ 1️⃣ 1️⃣ =  1️⃣6️⃣ runs off Natarajan's second overEngland need 1️⃣0️⃣5️⃣ from 9️⃣ overs #INDvENG
1.37E+18,Sat Mar 20 16:29:43 +0000 2021,Wicket Lelo 😒😒Missing Bumrah rn. 😢#INDvENG
1.37E+18,Sat Mar 20 16:29:44 +0000 2021,😍🔥
1.37E+18,Sat Mar 20 16:29:44 +0000 2021,🤗🤗 https://t.co/ggVIms2vUF
1.37E+18,Sat Mar 20 16:29:44 +0000 2021,@csbhakuni @Poornimachouha8 @ChloeAmandaB @ShoorVeerKing @Digamber @CricCrazyJohns @imVkohli We need 2-3 wkts now #INDvENG
1.37E+18,Sat Mar 20 16:29:47 +0000 2021,Admin Evadaina Telugodu unaada endhi ?
1.37E+18,Sat Mar 20 16:29:48 +0000 2021,GET IN JOS 🙌🏼🙌🏼💃💃#INDvENG
1.37E+18,Sat Mar 20 16:29:50 +0000 2021,#RRR free promotion 🔥🌊
1.37E+18,Sat Mar 20 16:29:51 +0000 2021,@SahilOberoi1 Can someone go ask virat to go out of ground and let Rohit do the Captaincy please ffs #INDvENG
1.37E+18,Sat Mar 20 16:29:51 +0000 2021,kohli ke galat review ka record b kbi nhi tutega shyd 😂😂#INDvENG
1.37E+18,Sat Mar 20 16:29:51 +0000 2021,Virat should not take any advice for DRS from Pant #INDvENG
1.37E+18,Sat Mar 20 16:29:52 +0000 2021,"Half centuries for Butler &amp; Malan, Pure masterclass by Englishmen 🔥#ENGvIND | #INDvENG"
1.37E+18,Sat Mar 20 16:29:52 +0000 2021,Iconic #INDvENG https://t.co/0ViWPB9JB5
1.37E+18,Sat Mar 20 16:29:52 +0000 2021,Absolutely ridiculous stuff that was
1.37E+18,Sat Mar 20 16:29:53 +0000 2021,5⃣0⃣ FOR BUTTLER! 💪The England opener goes to his half-century now from 30 balls. It is game very much on in Ahme… https://t.co/yIpFXQasPy
1.37E+18,Sat Mar 20 16:29:53 +0000 2021,That LBW appeal was just a mini strategic time out from India. Nothing more. Very wise thing that. #INDvENG
1.37E+18,Sat Mar 20 16:29:53 +0000 2021,Fifty up for Dawid Malan ✅Fifty up for Jos Buttler ✅Can these two take England across the line? #INDvENG |… https://t.co/pdyTc6dNnS
1.37E+18,Sat Mar 20 16:29:54 +0000 2021,जोस बटलर  का अर्धशतक  (30 गेंद)  125/1 (11.4 ओवर) #INDvENG https://t.co/0Y4bnfDgtv https://t.co/r4lDeZD9oy
1.37E+18,Sat Mar 20 16:29:54 +0000 2021,We ROCKED 🤍🧡✌🏻
1.37E+18,Sat Mar 20 16:29:55 +0000 2021,Dawid Malan completing his 1000 runs in T20I cricket. #INDvENG 🇮🇳🏴󠁧󠁢󠁥󠁮󠁧󠁿
1.37E+18,Sat Mar 20 16:29:55 +0000 2021,Malan and Buttler reach their respective half-centuries as England continue to tighten their grip on the game.… https://t.co/tgDGNkYWhk
1.37E+18,Sat Mar 20 16:29:56 +0000 2021,भक्ति न करने वाले या शास्त्रविरुद्ध भक्ति करने वाले को यम के दूत भुजा पकड़कर ले जाएंगे। उसकी पिटाई की जाएगी।यह दम… https://t.co/TzM57fbqhi
1.37E+18,Sat Mar 20 16:29:57 +0000 2021,Jos Buttler reaches his half-century from 30 balls 👏England need 100 runs off 50 balls to win.… https://t.co/xyKs7FpnnD
